"Sample","Traverse","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","PERCENTDIST","ABSDIST","Drift.nm.s.","Species","Macaca"
"MacacaA","LingualCusp",333.258984,15770.24389,214.344929,3545989.007,388.258836,388.43959,100.8508,103.665524,4.447347,3.98764,262.436234,1.712604,-57.040003,4.3945,38.99048382,459.9592373,-0.062646,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",343.296123,16762.26937,190.551471,3743645.329,406.547594,409.271483,87.256901,88.54127707,4.477526,35.726362,295.069459,1.298235,-57.038503,4.4145,40.68996809,480.007552,-0.044263,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",325.032039,17661.72094,195.828907,3387770.828,392.417489,392.674201,94.265899,96.2905258,5.213375,3.134732,238.137433,1.713466,-57.025503,4.534,50.87952897,600.2107963,-0.136847,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",335.698427,17312.31712,208.414741,3593560.329,397.707284,397.998425,97.409383,99.79963668,4.817595,4.999254,260.500883,1.655267,-57.022003,4.5735,54.24068081,639.8613131,-0.143104,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",342.878587,16096.41706,209.392199,3735321.741,400.319634,400.532658,95.991177,98.21387564,4.309245,3.964946,269.520981,1.704281,-57.020003,4.594,55.9866811,660.4583636,-0.066317,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",325.035558,18053.30045,205.371227,3387837.782,390.431281,390.96483,98.858296,101.4241659,5.328856,22.919929,268.937387,1.388163,-57.014003,4.653,61.01387053,719.7626345,-0.181973,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",336.854216,18759.53282,216.953611,3616204.068,404.961375,401.705175,101.082331,103.9265261,5.187631,17.727115,276.936008,1.442953,-57.009503,4.693,64.42588457,760.0131578,-0.090009,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",319.229759,17918.88159,183.317562,3278238.888,394.567249,392.540581,89.705403,91.23669509,5.466008,9.264292,244.521708,1.514294,-57.005503,4.733,67.83355763,800.2124718,-0.123251,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",333.78709,16399.04445,199.242282,3556262.076,394.975335,395.517378,93.609399,95.56031123,4.611315,6.680556,263.867521,1.599497,-56.995503,4.832,76.26842094,899.7160663,-0.039828,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",320.403789,17874.68597,199.595038,3300264.209,389.002742,387.56986,97.34423,99.72669218,5.416138,10.345381,251.65884,1.51763,-56.993503,4.852,77.97225909,919.8157424,-0.165618,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",327.521952,17176.84842,187.103215,3435295.462,401.890574,396.375051,89.440461,90.94443294,5.000108,12.931484,261.711881,1.466853,-56.987003,4.912,83.08811027,980.1659298,-0.132044,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",337.368597,16699.41575,211.08389,3626303.26,399.776703,396.703119,98.210485,100.6972816,4.60508,12.535603,277.622654,1.5052,-56.981003,4.972,88.19962149,1040.46492,0.287264,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",337.790292,13648.46398,193.474352,3634592.658,390.194547,390.698328,89.914629,91.4675995,3.755156,5.276086,274.18882,1.651585,-56.979003,4.9915,89.8612969,1060.067215,-0.116626,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",327.593418,19156.0647,210.909745,3436664.16,403.294011,395.712834,100.800556,103.6088998,5.574029,9.86212,256.407541,1.533762,-56.975003,5.031,93.22681001,1099.76918,-0.088281,"Macaca mulatta","Macaca"
"MacacaA","LingualCusp",329.707364,17667.33891,198.445814,3477266.124,395.217148,396.478761,94.2883,96.31545816,5.080813,4.986509,250.47873,1.639924,-56.971003,5.071,96.63448612,1139.96853,-0.086648,"Macaca mulatta","Macaca"
"MacacaB","Basin",326.113125,13351.08958,144.395129,2630346.497,397.600272,395.459766,78.882541,79.41586045,5.075791,13.178427,264.245526,1.419112,-52.952503,10.712001,0,0,0.344155,"Macaca mulatta","Macaca"
"MacacaB","Basin",330.302812,12297.50891,133.986752,2688478.858,401.442494,399.138958,72.400802,72.45048491,4.574151,0.926107,229.419232,1.849171,-52.952503,10.752501,4.818560381,40.5,0.254118,"Macaca mulatta","Macaca"
"MacacaB","Basin",328.88627,13447.71054,158.89612,2668751.831,398.208936,392.360337,86.177527,87.35700797,5.038951,0.658402,227.777971,1.94468,-52.952503,10.772001,7.138607971,60,-0.009452,"Macaca mulatta","Macaca"
"MacacaB","Basin",333.332302,12937.22474,162.790075,2730916.737,393.961965,392.936173,87.278751,88.5652754,4.737319,1.110531,244.18458,1.871753,-52.952503,10.792001,9.518143962,80,0.139259,"Macaca mulatta","Macaca"
"MacacaB","Basin",333.680273,13169.56469,163.495965,2735812.921,393.719647,394.092611,87.578735,88.89485455,4.813767,0.744463,238.082663,1.936814,-52.952003,10.832001,14.27721594,120.0010417,0.128628,"Macaca mulatta","Macaca"
"MacacaB","Basin",334.510316,12933.86007,171.181335,2747510.289,390.837064,391.17768,91.500101,93.22032237,4.707484,0.310669,232.554964,2.099392,-52.952003,10.872001,19.03628792,160.0007812,0.078933,"Macaca mulatta","Macaca"
"MacacaB","Basin",349.691863,11395.77172,163.769094,2965976.457,404.094554,401.880152,84.252525,85.2509045,3.842165,1.108959,270.175786,1.892729,-52.952003,10.892001,21.41582391,180.0006944,0.13517,"Macaca mulatta","Macaca"
"MacacaB","Basin",343.209643,13127.93855,160.764151,2871644.235,403.525667,404.454354,84.054065,85.03420759,4.571576,0.37186,237.38685,2.045901,-52.952003,10.912501,23.8548483,200.5006234,0.011011,"Macaca mulatta","Macaca"
"MacacaB","Basin",331.215955,13314.4275,158.318886,2701234.701,394.764798,394.290051,85.346633,86.44700745,4.929015,3.177102,252.674665,1.683917,-52.952003,10.952501,28.61392029,240.5005197,-0.004027,"Macaca mulatta","Macaca"
"MacacaB","Basin",337.80026,13167.90508,172.187112,2794124.999,394.476332,395.156055,91.266744,92.96201811,4.712712,0.105432,221.193594,2.274781,-52.952003,11.052501,40.51160024,340.5003671,-0.673891,"Macaca mulatta","Macaca"
"MacacaB","Basin",331.009363,12921.73762,159.767881,2698346.089,404.728513,391.668008,86.173847,87.35297446,4.788762,2.101003,249.353374,1.759617,-52.952003,11.112001,47.59071981,400.0003125,-0.010095,"Macaca mulatta","Macaca"
"MacacaB","Basin",307.792676,18937.84176,155.41074,2383694.417,401.81489,399.18521,89.184744,90.66248595,7.944744,2.745558,196.422432,1.663944,-52.952003,11.552501,100,840.5001487,-0.52329,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",333.252883,15228.07828,191.969168,3545870.411,393.144396,392.747118,90.324357,91.92004539,4.294595,3.730853,258.200756,1.696127,-64.645003,-4.808,100,460.6129069,-1.166044,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",330.553088,16780.81123,208.337413,3493572.897,389.9936,390.962825,98.756841,101.3102677,4.803338,5.044068,257.488236,1.657116,-64.624503,-4.806,95.53007664,440.023863,0.22802,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",330.613439,17060.12725,211.705229,3494737.932,390.314317,391.051698,100.336537,103.0862147,4.881661,1.782971,243.207402,1.834653,-64.604503,-4.805,91.18337212,420.0023809,0.551818,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",330.02412,17866.22674,213.414139,3483369.411,391.899755,392.811291,101.311385,104.1848497,5.129007,2.307464,243.136906,1.787878,-64.585003,-4.8035,86.93750676,400.445377,0.436911,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",332.101256,17236.62316,215.99714,3523517.344,391.199655,391.951435,101.951735,104.9076277,4.89188,2.147001,247.648557,1.808301,-64.564503,-4.8025,82.48256094,379.9253216,0.311204,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",330.168087,17099.66393,211.90505,3486145.057,389.889159,390.689287,100.554939,103.3321716,4.905035,2.600867,247.739619,1.771483,-64.545003,-4.801,78.23667315,360.3682145,0.289663,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",332.05899,17000.63763,209.148426,3522698.225,392.254351,393.022768,98.730585,101.2807951,4.826027,2.782852,250.204253,1.757009,-64.524503,-4.8,73.78180042,339.8484957,0.130007,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",336.584347,16497.50001,211.308295,3610910.874,393.74765,395.139195,98.524216,101.0491951,4.568792,1.72051,251.114376,1.844742,-64.505003,-4.798,69.52834647,320.2565378,0.103971,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",337.145222,15317.6143,211.580845,3621915.947,390.359469,391.442248,98.501307,101.0234909,4.229147,1.555853,255.858198,1.87281,-64.465503,-4.7945,60.92110989,280.6104952,-0.002372,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",344.594005,16411.46748,216.973373,3769574.742,400.977321,401.322628,99.013654,101.5986209,4.353665,1.511016,259.461246,1.875527,-64.445503,-4.794,56.58163899,260.6223321,0.01855,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",332.414363,16749.05071,211.598855,3529588.112,391.189134,391.780412,99.789795,102.4709426,4.745327,2.692476,251.841514,1.767916,-64.425503,-4.7925,52.22748109,240.5665189,-0.08622,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",331.936852,16936.98607,213.243706,3520331.73,390.779498,391.505971,100.697632,103.492923,4.81119,0.985793,237.699463,1.936488,-64.405503,-4.791,47.87333733,220.5107707,-0.032231,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",335.085554,16844.57024,218.005341,3581580.504,392.659431,393.035637,102.062124,105.0323159,4.703111,0.447919,232.711081,2.074948,-64.385003,-4.7895,43.41090799,199.9562452,-0.039984,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",332.278338,16716.9912,212.088863,3526950.15,390.72119,391.393858,100.05828,102.7729999,4.739787,1.031291,239.326088,1.929287,-64.365503,-4.7885,39.1724815,180.4335058,-0.022638,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",335.64314,16635.3578,218.344999,3592478.858,392.165198,392.784446,102.06597,105.0366605,4.630607,1.787211,252.039584,1.847326,-64.345503,-4.787,34.81832073,160.3776792,-0.054287,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",335.877699,16583.64823,214.695018,3597068.13,394.662374,393.809813,100.295735,103.0402763,4.610324,2.398091,255.306981,1.793084,-64.325003,-4.7855,30.35588027,139.8231025,-0.045329,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",334.198752,16658.02115,220.919258,3564279.763,393.963867,390.751159,103.677022,106.8594164,4.673601,0.672858,238.881568,2.0141,-64.305503,-4.784,26.11007404,120.266371,-0.071246,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",334.225753,16969.56442,218.060784,3564805.952,393.119838,392.591009,102.327992,105.3327311,4.760305,0.336212,227.550014,2.120795,-64.285503,-4.783,21.76332862,100.2447006,-0.051989,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",330.517001,17298.30122,220.734886,3492876.352,388.802875,389.292151,104.643968,107.9561328,4.952452,3.190924,252.331834,1.747681,-64.266003,-4.782,17.52519124,80.7232928,-0.037725,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",333.895475,17289.15976,225.649589,3558372.188,391.257723,391.360103,105.984825,109.4803142,4.858727,5.228719,263.387581,1.670234,-64.246003,-4.7805,13.17095627,60.66712454,-0.061728,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",341.685249,16086.58476,201.100621,3711580.973,401.13933,401.679785,92.484461,94.31117503,4.33416,2.092221,257.665902,1.800337,-64.225503,-4.7785,8.701026014,40.07804885,0.013201,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",328.796484,17360.89422,203.768985,3459743.447,391.991114,392.695662,97.062386,99.41124745,5.017972,1.77164,237.488358,1.821705,-64.206003,-4.7775,4.462489974,20.55480479,-0.079112,"Macaca mulatta","Macaca"
"MacacaB","BuccalBase",330.923343,14687.80789,182.609052,3500723.321,391.091113,391.248151,86.472544,87.68045566,4.195649,2.001711,247.204053,1.790856,-64.185503,-4.776,0,0,-0.059262,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",325.032101,11461.97426,133.485186,3387772.006,391.523003,389.432361,64.255574,63.81578591,3.383337,2.296104,242.830833,1.707309,-63.684003,-0.0905,0,0,-0.822793,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",326.702192,15232.9895,164.163648,3419614.242,395.654893,396.29581,78.654444,79.16930861,4.454593,20.020017,269.2253,1.36942,-63.693003,-0.0725,2.795714672,20.1246118,0.048605,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",328.494269,15545.70672,186.639029,3453938.954,390.545355,390.963947,88.977452,90.43403117,4.500863,8.571943,262.299419,1.544724,-63.701503,-0.0545,5.560712915,40.02811512,0.321501,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",323.898167,15818.48826,174.680864,3366232.546,391.424833,391.815545,84.35447,85.36224893,4.699167,2.433692,234.615358,1.735935,-63.710003,-0.0365,8.32594424,59.93329626,0.298904,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",328.579899,15110.62613,185.765826,3455583.131,391.498458,389.58665,88.540094,89.95231625,4.372815,2.072398,244.274043,1.786433,-63.719503,-0.0185,11.15196825,80.2760861,0.29165,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",325.038858,15135.07102,171.519946,3387900.553,390.848804,391.219518,82.562747,83.4084351,4.467389,8.329558,256.214076,1.529965,-63.727503,2.69e-08,13.94920813,100.411677,0.229429,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",328.567427,15411.98936,185.471024,3455343.64,391.754792,390.889787,88.402648,89.80101269,4.460335,7.501,260.707581,1.566639,-63.736503,0.0175,16.68213874,120.0843454,0.1771,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",329.047201,14889.42794,174.678868,3464562.323,392.164206,392.976347,83.147847,84.04574311,4.297636,2.414779,244.263801,1.744657,-63.745003,0.0355,19.44733656,139.9892853,0.120198,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",326.124358,15461.29937,177.332533,3408581.216,393.913847,391.515486,85.101345,86.17863878,4.535993,3.148978,243.277679,1.700205,-63.762003,0.0715,24.97783272,179.7998888,0.003691,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",327.796052,14497.40949,168.885613,3440546.315,391.505851,392.177244,80.67032,81.35193929,4.213694,1.804042,238.811766,1.78661,-63.771503,0.0895,27.80356457,200.1405756,0.020398,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",318.705271,12496.21948,165.745958,3268421.767,392.865518,375.250629,81.228555,81.95781222,3.823319,1.024221,232.298868,1.896068,-63.797503,0.1435,36.12946372,260.0735473,-0.238957,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",328.909643,14662.62149,175.176125,3461918.01,390.942232,391.686269,83.416383,84.3384752,4.235404,1.880736,241.93706,1.789072,-63.807003,0.162,39.01784123,280.8651812,0.002232,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",329.723471,14737.2162,178.687964,3477576.351,395.54757,391.579412,84.896892,85.95504229,4.237784,0.829147,232.398439,1.930061,-63.814503,0.1795,41.65990108,299.8837275,0.001552,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",329.440765,14957.58358,180.05697,3472133.205,390.87713,391.744311,85.614353,86.7400605,4.307895,3.985938,253.114703,1.668801,-63.833003,0.2155,47.28125381,340.348351,-0.065365,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",329.499161,15281.06933,185.898428,3473257.216,390.611426,391.150043,88.377573,89.77341382,4.399637,8.858946,264.590123,1.539636,-63.841503,0.2335,50.04641623,360.2530361,-0.063414,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",330.493773,14846.2548,182.079098,3492428.045,392.492058,391.646817,86.323927,87.51749399,4.250984,1.64527,243.142993,1.821297,-63.850003,0.2515,52.8115982,380.1578619,-0.026721,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",328.464634,14574.57578,174.876701,3453370.02,390.446037,390.971141,83.3768,84.29531634,4.220392,1.235675,236.031507,1.859082,-63.858503,0.27,55.63930933,400.5127963,-0.038938,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",331.984394,15639.73692,189.789617,3521252.789,393.866905,393.788632,89.610453,91.13193724,4.441526,5.656432,260.342273,1.619384,-63.867503,0.2875,58.37231024,420.1859707,-0.028035,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",331.819833,15804.13405,193.543507,3518065.099,392.828673,393.062397,91.424269,93.13637094,4.49228,3.402686,253.46041,1.70962,-63.875503,0.306,61.1697745,440.3231768,-0.06398,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",330.001489,15170.46544,180.649425,3482933.187,392.642022,392.984524,85.762778,86.90259398,4.355658,1.633406,240.383063,1.817173,-63.885003,0.3235,63.93302243,460.2140806,-0.075035,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",338.763448,14722.20974,184.368501,3653756.517,398.200406,398.652514,85.457809,86.56868554,4.029335,2.403095,257.894044,1.76274,-63.893503,0.342,66.76072225,480.5689337,0.011705,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",331.096392,14875.95232,182.865014,3504067.626,392.200755,392.108414,86.552419,87.76805915,4.245338,1.571216,243.238603,1.830006,-63.902003,0.3595,69.46342347,500.0239994,-0.03481,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",330.948715,15033.96729,180.735963,3501213.548,392.697402,393.335167,85.579571,86.70197889,4.29393,1.757028,243.073859,1.806418,-63.911003,0.3775,72.25892745,520.1470946,-0.047061,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",328.410814,15488.41758,179.36178,3452336.893,392.759229,393.175521,85.527967,86.64548405,4.486358,1.899698,238.841452,1.787247,-63.928503,0.4135,77.81963843,560.1751958,-0.061456,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",327.711766,15236.81328,177.599639,3438931.275,391.861015,392.056548,84.852601,85.90661555,4.430683,2.061717,239.955516,1.772883,-63.938003,0.431,80.58307436,580.067453,-0.042903,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",331.956125,15715.12739,182.719746,3520705.089,396.13059,396.46117,86.279076,87.4683229,4.463631,2.323181,245.307947,1.757458,-63.946003,0.449,83.31786229,599.753491,-0.0628,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",327.186981,16017.9468,185.380558,3428883.686,392.082569,391.991296,88.699799,90.12817239,4.671476,2.432291,240.638265,1.751655,-63.963503,0.485,88.87857482,639.7816034,-0.043809,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",321.991727,16972.26286,179.107131,3330165.469,393.669825,393.062025,86.959052,88.21424166,5.096522,4.627916,238.72589,1.628699,-63.972503,0.503,91.6741092,659.9049174,-0.070992,"Macaca mulatta","Macaca"
"MacacaB","BuccalCusp",323.884267,17061.14815,182.672937,3365968.904,394.558699,393.932197,88.217346,89.59709039,5.068718,2.251551,230.270977,1.752313,-63.980503,0.5215,94.47146728,680.041359,-0.09125,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",336.929487,15971.29056,224.415253,3617681.074,388.953711,390.305841,104.537488,107.8352628,4.414787,1.6e-06,101.15551,4.062899,-64.911003,-2.3325,98.07497975,1020.100608,0.248162,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",344.416324,13774.18054,220.053779,3766019.982,390.966487,391.362282,100.466749,103.2328427,3.65749,0.000856,194.701195,3.141821,-64.891003,-2.3325,96.15328535,1000.112619,0.563937,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",339.944661,15733.76332,227.172002,3677081.71,391.667445,391.889101,104.963425,108.3189105,4.278872,0.191263,236.537931,2.243038,-64.851003,-2.334,92.30489629,960.0846317,0.362832,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",332.54199,17667.34471,218.92277,3532064.076,392.220962,393.06794,103.207552,106.3276735,5.001989,1.969665,245.914736,1.823431,-64.831003,-2.335,90.379868,940.061966,0.265827,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",329.39177,17376.42922,202.738988,3471190.271,391.920206,393.673051,96.4124,98.68441724,5.005899,3.608695,247.813508,1.701812,-64.811003,-2.3355,88.45650831,920.0566559,0.171513,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",339.627958,16809.74204,211.195142,3670820.92,399.589266,399.323017,97.664595,100.0854561,4.579287,2.418715,257.256882,1.784898,-64.791003,-2.3365,86.53148357,900.0340271,0.133001,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",331.647385,16985.05396,213.64079,3514726.103,390.617107,391.274531,100.965561,103.7948782,4.83254,1.7033,244.53654,1.845694,-64.751003,-2.3385,82.68146573,859.9890988,0.016686,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",333.207858,16387.68736,211.427509,3544995.214,390.668854,391.340149,99.492077,102.136178,4.622767,2.166045,251.26626,1.807178,-64.711003,-2.3395,78.83471967,819.9782009,-0.01331,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",336.268735,16630.77761,215.316092,3604725.138,393.880631,394.197908,100.478985,103.2466231,4.613605,1.176866,246.444809,1.912936,-64.671003,-2.3405,74.98798939,779.9674673,-0.048466,"Macaca mulatta","Macaca"
"MacacaB","BuccalWall",338.422473,14609.80144,209.589125,3647036.428,393.412481,390.702623,97.237441,99.60715213,4.005938,0.276584,239.630951,2.167242,-64.611003,-2.343,69.21459075,719.9170091,-0.057463,"Macaca mulatta","Macaca"
